RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name
uu60508552,6-05-2022  7:230:00 AM,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:34,8,Gdynia Chylonia
uu60508547,6-05-2022  7:230:00 AM,55867,POLREGIO Sp. z o.o.,06-05-22,Pruszcz Gdański - Gdynia Chylonia,7:34,9,Gdynia Chylonia
ci40075495,6-05-2022  7:230:00 AM,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:435:00 AM,10,Gdynia Chylonia
pr71362713,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:46,18,Gdynia Chylonia
us6000ib2z,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:47,12,Gdynia Chylonia
ok2022pfad,6-05-2022  7:230:00 AM,5572335,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Gdynia Chylonia,7:48,11,Gdynia Chylonia
nc73764430,6-05-2022  7:230:00 AM,90406,POLREGIO Sp. z o.o.,06-05-22,Hel - Gdynia Główna,7:50,10,Gdynia Chylonia
us6000i89c,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:59,9,Gdynia Chylonia
us6000ib30,6-05-2022  7:230:00 AM,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,8:06,45,Gdynia Chylonia
nn00844230,6-05-2022  7:230:00 AM,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,8:06,41,Gdynia Chylonia
ci40075487,6-05-2022  7:230:00 AM,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,8:3535:00 AM,43,Gdynia Chylonia
uu60508542,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:359:00 AM,41,Gdynia Chylonia
pr71362708,6-05-2022  7:230:00 AM,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,8:34,23,Gdynia Chylonia
ci40075479,6-05-2022  7:230:00 AM,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:2335:00 AM,21,Rumia
nc73764425,6-05-2022  7:230:00 AM,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:234:00 AM,31,Rumia
ak0229yy0z03,6-05-2022  7:230:00 AM,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:238:00 AM,20,Rumia
hv73099282,6-05-2022  7:230:00 AM,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:323:00 AM,0,Rumia
hv73099277,6-05-2022  7:230:00 AM,957359,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:37,0,Rumia
ci40075471,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:39,31,Rumia
hv73099272,6-05-2022  7:230:00 AM,90406,POLREGIO Sp. z o.o.,06-05-22,Hel - Gdynia Główna,7:44,15,Rumia
us6000ib2y,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:535:00 AM,0,Rumia
nn00844289,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:56,13,Rumia
us6000i891,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:235:00 AM,0,Gdańsk Stocznia
uu60508537,6-05-2022  7:230:00 AM,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:239:00 AM,10,Gdańsk Stocznia
av91067678,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:34,0,Gdańsk Stocznia
uu60508532,6-05-2022  7:230:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:39,0,Gdańsk Stocznia
us6000i88u,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:44,41,Gdańsk Stocznia
nc73764420,6-05-2022  7:230:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:49,0,Gdańsk Stocznia
nc73764415,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:59,21,Gdańsk Stocznia
hv73099217,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:09,0,Gdańsk Stocznia
nc73764410,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:239:00 AM,23,Gdańsk Stocznia
nc73764400,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:423:00 AM,0,Gdańsk Stocznia
us6000i88i,6-05-2022  7:230:00 AM,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:57,21,Rumia
us6000i88j,6-05-2022  7:230:00 AM,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,8:023:00 AM,0,Rumia
nc73764395,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:239:00 AM,0,Rumia
ci40075439,6-05-2022  7:230:00 AM,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,9:03,10,Rumia
nc73764390,6-05-2022  7:230:00 AM,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,9:06,0,Rumia
uu60508527,6-05-2022  7:230:00 AM,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,350:56:00 AM,0,Rumia
nn00844288,6-05-2022  7:230:00 AM,3583505/4  RYBAK,PKP Intercity,06-05-22,Białystok - Szczecin Główny,35:350:00 PM,8,Rumia
ci40075431,6-05-2022  7:230:00 AM,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,23:54:00 PM,0,Rumia
uu60508522,6-05-2022  7:230:00 AM,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:237:00 AM,24,Gdańsk Politechnika
nn00844272,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:238:00 AM,0,Gdańsk Politechnika
pr71362703,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:37,21,Gdańsk Politechnika
us6000ib2x,6-05-2022  7:230:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:37,10,Gdańsk Politechnika
uw61860257,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:47,0,Gdańsk Politechnika
hv73099137,6-05-2022  7:230:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:47,0,Gdańsk Politechnika
ci40075415,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:57,11,Gdańsk Politechnika
nc73764375,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:07,0,Gdańsk Politechnika
us6000i889,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:237:00 AM,0,Gdańsk Politechnika
uu60508517,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:40,10,Gdańsk Politechnika
ci40075399,6-05-2022  7:230:00 AM,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:2335:00 AM,0,Gdańsk Zaspa
nc73764370,6-05-2022  7:230:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:2323:00 AM,0,Gdańsk Zaspa
nc73764365,6-05-2022  7:230:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:335:00 AM,21,Gdańsk Zaspa
nn00844287,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:33,0,Gdańsk Zaspa
hv73099107,6-05-2022  7:230:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:435:00 AM,23,Gdańsk Zaspa
nn00844221,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:423:00 AM,0,Gdańsk Zaspa
us6000ib2w,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:523:00 AM,0,Gdańsk Zaspa
uw61860232,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:523:00 AM,30,Gdańsk Zaspa
pr71362698,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:035:00 AM,0,Gdańsk Zaspa
uw61860222,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:2335:00 AM,23,Gdańsk Zaspa
us6000ib2v,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:34,99,Gdańsk Zaspa
uu60508507,6-05-2022  7:230:00 AM,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:239:00 AM,0,Warszawa Włochy
pr71362693,6-05-2022  7:230:00 AM,935448,Koleje Mazowieckie,06-05-22,Sochaczew - Warszawa Główna,7:323:00 AM,0,Warszawa Włochy
ok2022perl,6-05-2022  7:230:00 AM,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:33,31,Warszawa Włochy
ak0229yvr9vx,6-05-2022  7:230:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:36,0,Warszawa Włochy
nc73764350,6-05-2022  7:230:00 AM,359404/5  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Sochaczew,7:40,0,Warszawa Włochy
nc73764340,6-05-2022  7:230:00 AM,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:435:00 AM,21,Warszawa Włochy
nc73764335,6-05-2022  7:230:00 AM,9354523/3  ,Koleje Mazowieckie,06-05-22,Teresin Niepokalanów - Warszawa Wschodnia,7:49,0,Warszawa Włochy
ak0229yvpej5,6-05-2022  7:230:00 AM,995354/5  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:49,17,Warszawa Włochy
ak0229yvp5go,6-05-2022  7:230:00 AM,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:59,22,Warszawa Włochy
pr71362688,6-05-2022  7:230:00 AM,993350/35  ,SKM Warszawa,06-05-22,Warszawa Wschodnia - Pruszków,8:00,21,Warszawa Włochy
nc73764325,6-05-2022  7:230:00 AM,935408/9  ,Koleje Mazowieckie,06-05-22,Sochaczew - Warszawa Wschodnia,8:353:00 AM,31,Warszawa Włochy
uu60508502,6-05-2022  7:230:00 AM,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:354:00 AM,36,Warszawa Włochy
ci40075391,6-05-2022  7:230:00 AM,935374,Koleje Mazowieckie,06-05-22,Żyrardów - Warszawa Główna,8:356:00 AM,0,Warszawa Włochy
nm60403277,6-05-2022  7:230:00 AM,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,8:358:00 AM,38,Warszawa Włochy
ci40075375,6-05-2022  7:230:00 AM,93440/35  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Sochaczew,8:239:00 AM,0,Warszawa Włochy
ak0229xlxytx,6-05-2022  7:230:00 AM,9933523/3  ,SKM Warszawa,06-05-22,Otwock - Pruszków,8:33,41,Warszawa Włochy
ok2022pepp,6-05-2022  7:230:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:234:00 AM,5,Gdańsk Żabianka-AWFiS
ci40075367,6-05-2022  7:230:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:238:00 AM,357,Gdańsk Żabianka-AWFiS
pr71362683,6-05-2022  7:230:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:34,0,Gdańsk Żabianka-AWFiS
ci40075359,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:39,0,Gdańsk Żabianka-AWFiS
us6000i8aa,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:45,47,Gdańsk Żabianka-AWFiS
hv73098992,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:48,0,Gdańsk Żabianka-AWFiS
ak0229xlir4t,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:55,35,Gdańsk Żabianka-AWFiS
nc73764255,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:58,0,Gdańsk Żabianka-AWFiS
hv73098987,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:354:00 AM,0,Gdańsk Żabianka-AWFiS
nc73764250,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:237:00 AM,35,Gdańsk Żabianka-AWFiS
uu60508492,6-05-2022  7:230:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:234:00 AM,0,Gdańsk Przymorze-Uniwersytet
hv73098947,6-05-2022  7:230:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:239:00 AM,41,Gdańsk Przymorze-Uniwersytet
uw61860127,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:35,0,Gdańsk Przymorze-Uniwersytet
pr71362663,6-05-2022  7:230:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:39,35,Gdańsk Przymorze-Uniwersytet
pr71362658,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:44,5,Gdańsk Przymorze-Uniwersytet
hv73098937,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:49,0,Gdańsk Przymorze-Uniwersytet
nc73764230,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:54,16,Gdańsk Przymorze-Uniwersytet
uw61860102,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:59,0,Gdańsk Przymorze-Uniwersytet
av91067653,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:359:00 AM,14,Gdańsk Przymorze-Uniwersytet
nc73764225,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:323:00 AM,0,Gdańsk Przymorze-Uniwersytet
uu60508482,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:230:00 AM,0,Sopot Wyścigi
uu60508477,6-05-2022  7:230:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:2323:00 AM,35,Sopot Wyścigi
ci40075351,6-05-2022  7:230:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:30,3,Sopot Wyścigi
uu60508472,6-05-2022  7:230:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:323:00 AM,0,Sopot Wyścigi
nc73764210,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:435:00 AM,6,Sopot Wyścigi
hv73098897,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:43,0,Sopot Wyścigi
av91654551,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:50,35,Sopot Wyścigi
uw61860092,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:53,0,Sopot Wyścigi
uu60508467,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:00,8,Sopot Wyścigi
us6000i860,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:3523:00 AM,9,Sopot Wyścigi
nn00844192,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:235:00 AM,10,Sopot Wyścigi
hv73098877,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:236:00 AM,18,Sopot Kamienny Potok
uu60508457,6-05-2022  7:230:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:237:00 AM,12,Sopot Kamienny Potok
nc73764170,6-05-2022  7:230:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:36,11,Sopot Kamienny Potok
hv73098872,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:38,10,Sopot Kamienny Potok
uu60508447,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:47,9,Sopot Kamienny Potok
us6000ib2a,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:48,45,Sopot Kamienny Potok
ak0229xk6c3l,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:56,41,Sopot Kamienny Potok
ak0229xk5uzn,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:06,43,Sopot Kamienny Potok
ak0229xk5n0c,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:07,41,Sopot Kamienny Potok
us6000ib28,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:230:00 AM,23,Sopot Kamienny Potok
ak0229xk3l1s,6-05-2022  7:230:00 AM,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:233:00 AM,21,Gdynia Wzgórze Św.Maksymiliana
ci40075279,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:30,31,Gdynia Wzgórze Św.Maksymiliana
ak0229xk1t8q,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:34,20,Gdynia Wzgórze Św.Maksymiliana
ak0229xk1ksw,6-05-2022  7:230:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:40,0,Gdynia Wzgórze Św.Maksymiliana
ci40075271,6-05-2022  7:230:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:44,0,Gdynia Wzgórze Św.Maksymiliana
ak0229xk0txe,6-05-2022  7:230:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:55,31,Gdynia Wzgórze Św.Maksymiliana
ci40075255,6-05-2022  7:230:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:59,15,Gdynia Wzgórze Św.Maksymiliana
pr71362618,6-05-2022  7:230:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:04,0,Gdynia Wzgórze Św.Maksymiliana
nc73764160,6-05-2022  7:230:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:3523:00 AM,13,Gdynia Wzgórze Św.Maksymiliana
nc73764155,6-05-2022  7:230:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:354:00 AM,0,Gdynia Wzgórze Św.Maksymiliana
uu60508442,6-05-2022  7:230:00 AM,5572335,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Gdynia Chylonia,7:237:00 AM,10,Gdańsk Oliwa
uu60508437,6-05-2022  7:230:00 AM,5400/35  ,PKP Intercity,06-05-22,Gdynia Główna - Gliwice,7:43,21,Gdańsk Oliwa
us6000ib27,6-05-2022  7:230:00 AM,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,7:45,10,Gdańsk Oliwa
ci40075247,6-05-2022  7:230:00 AM,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,7:49,0,Gdańsk Oliwa
ok2022pehv,6-05-2022  7:230:00 AM,96955/4  ,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Kościerzyna - Gdynia Główna,8:03,0,Gdańsk Oliwa
nc73764150,6-05-2022  7:230:00 AM,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,8:08,11,Gdańsk Oliwa
us6000i856,6-05-2022  7:230:00 AM,353570/35  KARPATY,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,8:357:00 AM,0,Gdańsk Oliwa
av91654461,6-05-2022  7:230:00 AM,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,8:39,0,Gdańsk Oliwa
us6000ib2f,6-05-2022  7:230:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:2335:00 AM,10,Warszawa Śródmieście
ci40075239,6-05-2022  7:230:00 AM,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,7:2323:00 AM,0,Warszawa Śródmieście
ci40075231,6-05-2022  7:230:00 AM,359404/5  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Sochaczew,7:235:00 AM,0,Warszawa Śródmieście
ci40075223,6-05-2022  7:230:00 AM,935670/35  ,Koleje Mazowieckie,06-05-22,Piaseczno - Warszawa Wschodnia,7:236:00 AM,21,Warszawa Śródmieście
us6000i84m,6-05-2022  7:230:00 AM,232363523/3  ,Koleje Mazowieckie,06-05-22,Sobolew - Radom Główny,7:238:00 AM,0,Warszawa Śródmieście
uu60508432,6-05-2022  7:230:00 AM,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:239:00 AM,23,Warszawa Śródmieście
nc73764140,6-05-2022  7:230:00 AM,999350/35  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:323:00 AM,0,Warszawa Śródmieście
uu60508427,6-05-2022  7:230:00 AM,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:2335:00 AM,0,Gdynia Redłowo
ci40075199,6-05-2022  7:230:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:2335:00 AM,30,Gdynia Redłowo
ci40075191,6-05-2022  7:230:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:335:00 AM,0,Gdynia Redłowo
se60158343,6-05-2022  7:230:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:323:00 AM,23,Gdynia Redłowo
