RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name,results
nc73769170,06-05-22 7:05,935840/35  ,Koleje Mazowieckie,06-05-22,Mrozy - Warszawa Zachodnia,7:30,21,Warszawa Wschodnia,1
nc73769165,06-05-22 7:05,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,7:335:00 AM,0,Warszawa Wschodnia,0
uu60510252,06-05-22 7:05,3552323/3  MAZURY,PKP Intercity,06-05-22,Łódź Fabryczna - Olsztyn Główny,7:323:00 AM,0,Warszawa Wschodnia,0
ak022aj216ai,06-05-22 7:05,3535353523/3  NIEMCEWICZ,PKP Intercity,06-05-22,Terespol - Warszawa Wschodnia,7:33,10,Warszawa Wschodnia,1
tx2022qcco,06-05-22 7:05,53236/7  ORŁOWICZ,PKP Intercity,06-05-22,Olsztyn Główny - Kraków Główny,7:34,17,Warszawa Wschodnia,1
nn00845255,06-05-22 7:05,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,7:2323:00 AM,0,Warszawa Śródmieście,0
nn00845253,06-05-22 7:05,359404/5  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Sochaczew,7:235:00 AM,8,Warszawa Śródmieście,1
ak022aj209nu,06-05-22 7:05,935670/35  ,Koleje Mazowieckie,06-05-22,Piaseczno - Warszawa Wschodnia,7:236:00 AM,0,Warszawa Śródmieście,0
av91068743,06-05-22 7:05,232363523/3  ,Koleje Mazowieckie,06-05-22,Sobolew - Radom Główny,7:238:00 AM,24,Warszawa Śródmieście,1
hv73112652,06-05-22 7:05,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:239:00 AM,0,Warszawa Śródmieście,0
ak022aj1z5z5,06-05-22 7:05,999350/35  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:323:00 AM,21,Warszawa Śródmieście,1
ak022aj1py5z,06-05-22 7:05,935406/7  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:33,10,Warszawa Śródmieście,1
ak022aj1oqut,06-05-22 7:05,9355323/3  ,Koleje Mazowieckie,06-05-22,Celestynów - Warszawa Zachodnia,7:36,0,Warszawa Śródmieście,0
nc73769160,06-05-22 7:05,9359023/3  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Warszawa Wschodnia,7:38,0,Warszawa Śródmieście,0
hv73112632,06-05-22 7:05,935840/35  ,Koleje Mazowieckie,06-05-22,Mrozy - Warszawa Zachodnia,7:40,11,Warszawa Śródmieście,1
uu60510247,06-05-22 7:05,99806/7  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,7:423:00 AM,0,Warszawa Śródmieście,0
tx2022qcbf,06-05-22 7:05,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:45,20,Warszawa Śródmieście,1
nc73769155,06-05-22 7:05,53236/7  ORŁOWICZ,PKP Intercity,06-05-22,Olsztyn Główny - Kraków Główny,7:47,10,Warszawa Śródmieście,1
us6000ibqi,06-05-22 7:05,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:3535:00 AM,0,Gdynia Redłowo,0
hv73112597,06-05-22 7:05,95403,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:353:00 AM,12,Gdynia Redłowo,1
ak022aj1gytt,06-05-22 7:05,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:2335:00 AM,21,Gdynia Redłowo,1
nn00845242,06-05-22 7:05,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:2335:00 AM,0,Gdynia Redłowo,0
ci40327264,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:335:00 AM,23,Gdynia Redłowo,1
ak022aj1dy7c,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:323:00 AM,25,Gdynia Redłowo,1
ci40327256,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:435:00 AM,0,Gdynia Redłowo,0
ci40327240,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:423:00 AM,30,Gdynia Redłowo,1
ci40327248,06-05-22 7:05,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:523:00 AM,0,Gdynia Redłowo,0
nc73769145,06-05-22 7:05,958035,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Lębork,7:3535:00 AM,23,Wejherowo,1
av91068733,06-05-22 7:05,957355,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:359:00 AM,99,Wejherowo,1
uw61873116,06-05-22 7:05,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:36,0,Wejherowo,0
nc73769140,06-05-22 7:05,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:38,20,Wejherowo,1
ak022aj0wtta,06-05-22 7:05,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:46,31,Wejherowo,1
nc73769135,06-05-22 7:05,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,7:49,0,Wejherowo,0
pr71366603,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:353:00 AM,12,Wejherowo,1
hv73112537,06-05-22 7:05,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,8:53,21,Wejherowo,1
nc73769125,06-05-22 7:05,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,9:357:00 AM,0,Wejherowo,0
ci40327208,06-05-22 7:05,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,350:46:00 AM,17,Wejherowo,1
ak022aj0temb,06-05-22 7:05,3583505/4  RYBAK,PKP Intercity,06-05-22,Białystok - Szczecin Główny,35:2335:00 PM,12,Wejherowo,1
hv73112522,06-05-22 7:05,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,15:05,0,Wejherowo,0
ci40327176,06-05-22 7:05,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,7:09,20,Skierniewice,1
us6000ibnk,06-05-22 7:05,93509/8  ŁODZIANIN,PKP Intercity,06-05-22,Łódź Fabryczna - Warszawa Wschodnia,7:356:00 AM,11,Skierniewice,1
nc73769120,06-05-22 7:05,3535575/4  ,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Fabryczna - Skierniewice,7:335:00 AM,0,Skierniewice,0
nc73769115,06-05-22 7:05,99353535/0  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,11,Skierniewice,1
uw61873111,06-05-22 7:05,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:423:00 AM,21,Skierniewice,1
hv73112497,06-05-22 7:05,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:49,0,Skierniewice,0
ak022aj0ff4e,06-05-22 7:05,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:523:00 AM,16,Skierniewice,1
ok2022qbxg,06-05-22 7:05,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,7:53,34,Skierniewice,1
uw61873106,06-05-22 7:05,94805/4  S5,Koleje Śląskie,06-05-22,Katowice - Żywiec,7:06,0,Katowice Piotrowice,0
nn00845238,06-05-22 7:05,434523  S7/S335,Koleje Śląskie,06-05-22,Racibórz - Nowy Bieruń,7:3535:00 AM,0,Katowice Piotrowice,0
uw61873101,06-05-22 7:05,947523/3  S5,Koleje Śląskie,06-05-22,Zwardoń - Katowice,7:358:00 AM,12,Katowice Piotrowice,1
hv73112472,06-05-22 7:05,94703/23  S5,Koleje Śląskie,06-05-22,Katowice - Zwardoń,7:335:00 AM,0,Katowice Piotrowice,0
us6000ibn6,06-05-22 7:05,404350  S4,Koleje Śląskie,06-05-22,Tychy Lodowisko - Katowice,7:35,0,Katowice Piotrowice,0
av91068728,06-05-22 7:05,947923/3  S5 SPRINTER,Koleje Śląskie,06-05-22,Zwardoń - Katowice,7:423:00 AM,21,Katowice Piotrowice,1
nn00845234,06-05-22 7:05,34453  S335/S7,Koleje Śląskie,06-05-22,Nowy Bieruń - Racibórz,7:43,0,Katowice Piotrowice,0
ak022aj08mm3,06-05-22 7:05,403503  S435 SPRINTER,Koleje Śląskie,06-05-22,Częstochowa - Tychy Lodowisko,7:57,14,Katowice Piotrowice,1
nc73769110,06-05-22 7:05,94854/5  S5,Koleje Śląskie,06-05-22,Żywiec - Katowice,8:2335:00 AM,36,Katowice Piotrowice,1
nn00845229,06-05-22 7:05,44850  S735,Koleje Śląskie,06-05-22,Chałupki - Katowice,8:34,0,Katowice Piotrowice,0
uw61873091,06-05-22 7:05,94794/5  S5 SPRINTER,Koleje Śląskie,06-05-22,Zwardoń - Katowice,8:40,8,Katowice Piotrowice,1
ci40327152,06-05-22 7:05,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:06,0,Skierniewice,0
nn00845226,06-05-22 7:05,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,8:07,24,Skierniewice,1
nc73769105,06-05-22 7:05,3535577/6  ,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Fabryczna - Skierniewice,8:3523:00 AM,0,Skierniewice,0
nc73769100,06-05-22 7:05,6353503/23  DĄBROWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,8:2335:00 AM,21,Skierniewice,1
hv73112432,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:34,11,Skierniewice,1
nn00845297,06-05-22 7:05,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:40,0,Skierniewice,0
ak022aizrp2e,06-05-22 7:05,735233523/3  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Warszawa Główna,9:07,18,Skierniewice,1
us6000ibmm,06-05-22 7:05,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:3523:00 AM,15,Skierniewice,1
nc73769095,06-05-22 7:05,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,9:40,0,Skierniewice,0
uw61873086,06-05-22 7:05,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:48,40,Skierniewice,1
us6000ibmk,06-05-22 7:05,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,350:3523:00 AM,23,Skierniewice,1
ci40327120,06-05-22 7:05,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:356:00 AM,35,Skierniewice,1
uu60510237,06-05-22 7:05,533500/35  MAŁOPOLSKA,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,350:236:00 AM,0,Skierniewice,0
av91068723,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:06,23,Reda,1
nc73769085,06-05-22 7:05,957355,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:07,0,Reda,0
nn00845296,06-05-22 7:05,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,7:3523:00 AM,0,Reda,0
av91068718,06-05-22 7:05,90303,POLREGIO Sp. z o.o.,06-05-22,Gdynia Główna - Hel,7:357:00 AM,41,Reda,1
nc73769080,06-05-22 7:05,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:230:00 AM,0,Reda,0
nn00845294,06-05-22 7:05,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:235:00 AM,18,Reda,1
av91068713,06-05-22 7:05,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:238:00 AM,23,Reda,1
ci40327088,06-05-22 7:05,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:34,0,Reda,0
nn00845289,06-05-22 7:05,90406,POLREGIO Sp. z o.o.,06-05-22,Hel - Gdynia Główna,7:40,0,Reda,0
uu60510232,06-05-22 7:05,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:523:00 AM,12,Reda,1
hv73112357,06-05-22 7:05,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,7:58,20,Reda,1
nc73769070,06-05-22 7:05,94756/7  S5,Koleje Śląskie,06-05-22,Zwardoń - Katowice,9:233:00 AM,0,Katowice Piotrowice,0
ci40327072,06-05-22 7:05,359374/5  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Żyrardów,6:50,11,Żyrardów,1
nn00845257,06-05-22 7:05,93370/35  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Żyrardów,7:023:00 AM,0,Żyrardów,0
ci40327064,06-05-22 7:05,53323/3  KOCHANOWSKI,PKP Intercity,06-05-22,Bydgoszcz Główna - Rzeszów Główny,7:05,0,Żyrardów,0
ak022aiyqug3,06-05-22 7:05,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:357:00 AM,21,Żyrardów,1
ci40327024,06-05-22 7:05,99353535/0  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:357:00 AM,12,Żyrardów,1
uw61873076,06-05-22 7:05,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,7:2335:00 AM,0,Żyrardów,0
ok2022qbry,06-05-22 7:05,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:2335:00 AM,34,Żyrardów,1
ci40327008,06-05-22 7:05,93509/8  ŁODZIANIN,PKP Intercity,06-05-22,Łódź Fabryczna - Warszawa Wschodnia,7:335:00 AM,0,Żyrardów,0
ok2022qbru,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:00,20,Reda,1
pr2022229001,06-05-22 7:05,35357023,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Widzew - Łowicz Główny,7:233:00 AM,12,Łowicz Główny,1
ci40326984,06-05-22 7:05,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,7:435:00 AM,0,Łowicz Główny,0
ak022aiyf7i9,06-05-22 7:05,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:43,12,Łowicz Główny,1
ci40326968,06-05-22 7:05,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,8:3535:00 AM,21,Łowicz Główny,1
ok2022qbqh,06-05-22 7:05,3593506,Łódzka Kolej Aglomeracyjna,06-05-22,Sieradz - Łowicz Główny,8:38,0,Łowicz Główny,0
nc73769060,06-05-22 7:05,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:239:00 AM,10,Łowicz Główny,1
tx2022qbqd,06-05-22 7:05,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:30,36,Łowicz Główny,1
hv73112317,06-05-22 7:05,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,9:523:00 AM,0,Łowicz Główny,0
hv73112302,06-05-22 7:05,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:34:00 AM,11,Łowicz Główny,1
us6000ibl0,06-05-22 7:05,8233506/7  KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,3535:00:00 AM,38,Łowicz Główny,1
ci40326952,06-05-22 7:05,35835023/3  PODLASIAK,PKP Intercity,06-05-22,Suwałki - Świnoujście,35:353:00 PM,0,Łowicz Główny,0
ci40326944,06-05-22 7:05,8353506/7  MEWA,PKP Intercity,06-05-22,Świnoujście - Warszawa Wschodnia,35:33:00 PM,16,Łowicz Główny,1
us6000ibky,06-05-22 7:05,359374/5  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Żyrardów,6:50,38,Żyrardów,1
ci40326936,06-05-22 7:05,93370/35  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Żyrardów,7:023:00 AM,0,Żyrardów,0
ak022aixxmap,06-05-22 7:05,53323/3  KOCHANOWSKI,PKP Intercity,06-05-22,Bydgoszcz Główna - Rzeszów Główny,7:05,41,Żyrardów,1
nn00845252,06-05-22 7:05,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:357:00 AM,0,Żyrardów,0
av91068708,06-05-22 7:05,99353535/0  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:357:00 AM,45,Żyrardów,1
nn00845287,06-05-22 7:05,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,7:2335:00 AM,12,Żyrardów,1
us6000ibju,06-05-22 7:05,93950/35  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Skierniewice,7:2335:00 AM,0,Żyrardów,0
ak022aixiann,06-05-22 7:05,93509/8  ŁODZIANIN,PKP Intercity,06-05-22,Łódź Fabryczna - Warszawa Wschodnia,7:335:00 AM,32,Żyrardów,1
nc73769055,06-05-22 7:05,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,0,Żyrardów,0
ak022aixhk0t,06-05-22 7:05,353535233/23  ,POLREGIO Sp. z o.o.,06-05-22,Warszawa Główna - Łódź Fabryczna,7:33,11,Żyrardów,1
ak022aixfqch,06-05-22 7:05,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:40,21,Żyrardów,1
ci40326904,06-05-22 7:05,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,7:55,0,Żyrardów,0
nc73769050,06-05-22 7:05,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,8:06,12,Żyrardów,1
uu60510222,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:354:00 AM,41,Żyrardów,1
us6000ibjq,06-05-22 7:05,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:358:00 AM,0,Żyrardów,0
nc73769045,06-05-22 7:05,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:237:00 AM,21,Żyrardów,1
nc73769040,06-05-22 7:05,6353503/23  DĄBROWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,8:36,0,Żyrardów,0
av91068703,06-05-22 7:05,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:00,23,Żyrardów,1
hv73112232,06-05-22 7:05,735233523/3  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Warszawa Główna,9:233:00 AM,0,Żyrardów,0
nc73769035,06-05-22 7:05,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,9:54,21,Żyrardów,1
ak022aiwunwg,06-05-22 7:05,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:59,0,Żyrardów,0
tx2022qbld,06-05-22 7:05,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:023:00 AM,0,Żyrardów,0
ci40326896,06-05-22 7:05,83535023/3  PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,3:035:00 PM,10,Łowicz Główny,1
nc73769030,06-05-22 7:05,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,7:40,17,Żyrardów,1
pr71366523,06-05-22 7:05,2362323/3  BACZYŃSKI,PKP Intercity,06-05-22,Lublin Główny - Wrocław Główny,7:55,0,Żyrardów,0
nc73769025,06-05-22 7:05,352300/35  CZARTORYSKI,PKP Intercity,06-05-22,Łódź Fabryczna - Lublin Główny,8:06,8,Żyrardów,1
ci40326880,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,8:354:00 AM,0,Żyrardów,0
ok2022qbkd,06-05-22 7:05,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,8:358:00 AM,24,Żyrardów,1
pr2022229000,06-05-22 7:05,3563500/35  ORZESZKOWA,PKP Intercity,06-05-22,Warszawa Wschodnia - Jelenia Góra,8:237:00 AM,0,Żyrardów,0
nn00845285,06-05-22 7:05,6353503/23  DĄBROWSKA,PKP Intercity,06-05-22,Wrocław Główny - Białystok,8:36,21,Żyrardów,1
nc73769020,06-05-22 7:05,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:00,10,Żyrardów,1
hv73112152,06-05-22 7:05,735233523/3  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Warszawa Główna,9:233:00 AM,0,Żyrardów,0
nc73769015,06-05-22 7:05,35835355/4  POBRZEŻE,PKP Intercity,06-05-22,Łódź Fabryczna - Kołobrzeg,9:54,0,Żyrardów,0
ci40326872,06-05-22 7:05,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:59,11,Żyrardów,1
nn00845251,06-05-22 7:05,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:023:00 AM,0,Żyrardów,0
nn00845249,06-05-22 7:05,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:354:00 AM,20,Gdynia Leszczynki,1
nn00845214,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:230:00 AM,10,Gdynia Leszczynki,1
nc73769010,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:238:00 AM,0,Gdynia Leszczynki,0
nn00845278,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:43,12,Gdynia Leszczynki,1
nc73769005,06-05-22 7:05,35357023,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Widzew - Łowicz Główny,7:233:00 AM,21,Łowicz Główny,1
ak022aivnl9c,06-05-22 7:05,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,7:435:00 AM,0,Łowicz Główny,0
us6000ibj9,06-05-22 7:05,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:43,23,Łowicz Główny,1
us6000ibj7,06-05-22 7:05,3573500/35  DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,8:3535:00 AM,25,Łowicz Główny,1
nn00845211,06-05-22 7:05,3593506,Łódzka Kolej Aglomeracyjna,06-05-22,Sieradz - Łowicz Główny,8:38,0,Łowicz Główny,0
ak022aivkkco,06-05-22 7:05,72335035/0  LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,9:239:00 AM,30,Łowicz Główny,1
nc73769000,06-05-22 7:05,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,9:30,0,Łowicz Główny,0
nc73768995,06-05-22 7:05,53535358/9  BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,9:523:00 AM,23,Łowicz Główny,1
ak022aivhdmf,06-05-22 7:05,383500/35  GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,350:34:00 AM,99,Łowicz Główny,1
ci40326864,06-05-22 7:05,8233506/7  KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,3535:00:00 AM,0,Łowicz Główny,0
ak022aiv615j,06-05-22 7:05,35835023/3  PODLASIAK,PKP Intercity,06-05-22,Suwałki - Świnoujście,35:353:00 PM,20,Łowicz Główny,1
ak022aiv10ra,06-05-22 7:05,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:09,31,Gdynia Stocznia-Uniwersytet Morski,1
ci40326856,06-05-22 7:05,95403,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:2335:00 AM,0,Gdynia Stocznia-Uniwersytet Morski,0
uu60030809,06-05-22 7:05,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:234:00 AM,12,Gdynia Stocznia-Uniwersytet Morski,1
uu60030804,06-05-22 7:05,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:323:00 AM,21,Gdynia Stocznia-Uniwersytet Morski,1
uu60510212,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:39,0,Gdynia Stocznia-Uniwersytet Morski,0
uu60510207,06-05-22 7:05,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:49,17,Gdynia Stocznia-Uniwersytet Morski,1
nn00845248,06-05-22 7:05,3553537,Koleje Mazowieckie,06-05-22,Warszawa Zachodnia peron 9 - Ciechanów,7:09,12,Legionowo,1
av91068698,06-05-22 7:05,9356023,Koleje Mazowieckie,06-05-22,Nasielsk - Warszawa Zachodnia peron 9,7:09,0,Legionowo,0
ci40326840,06-05-22 7:05,53236/7  ORŁOWICZ,PKP Intercity,06-05-22,Olsztyn Główny - Kraków Główny,7:230:00 AM,20,Legionowo,1
uu60510197,06-05-22 7:05,9973535,SKM Warszawa,06-05-22,Warszawa Zachodnia peron 9 - Legionowo Piaski,7:2323:00 AM,11,Legionowo,1
nc73768990,06-05-22 7:05,3593535,Koleje Mazowieckie,06-05-22,Warszawa Gdańska - Nasielsk,7:235:00 AM,0,Legionowo,0
nn00845205,06-05-22 7:05,9335356,Koleje Mazowieckie,06-05-22,Modlin - Warszawa Centralna,7:236:00 AM,11,Legionowo,1
ak022aiuax1w,06-05-22 7:05,9735353,Koleje Mazowieckie,06-05-22,Warszawa Centralna - Modlin,7:239:00 AM,21,Legionowo,1
